gvkey,tic,conm,cik,investingfirmname,vcid,gvkey1,gvkey2,fracLate,meanValue,meanSolo,topStage,topValue,topSolo
24803,"VTSS","VITESSE SEMICONDUCTOR CORP","0000880446","Vitesse Semiconductor Corp.",103650,,,.5,192,0,0,1,0
,"vmw","","","VMware Inc.",103743,,,.6666667,132.1225,.1666667,0,1,1
,"vmw","","","VMware Inc.",103743,,,1,1012.34,0,1,1,0
,"vmw","","","VMware Inc.",103743,,,.6666667,294.61,0,0,1,0
,"vmw","","","VMware Inc.",103743,,,0,25.82,0,0,0,0
,"vmw","","","VMware Inc.",103743,,,1,73.75,.3333333,0,0,1
,"vmw","","","VMware Inc.",103743,,,1,240,0,1,1,0
,"vmw","","","VMware Inc.",103743,,,1,106.57,0,1,1,0
,"vmw","","","VMware Inc.",103743,,,1,,0,1,,0
,"vmw","","","VMware Inc.",103743,,,0,,1,0,,1
100873,"NLSN","NIELSEN HOLDINGS PLC","0001492633","Nielsen Holdings PLC",103746,100873,,0,,1,0,,1
100873,"NLSN","NIELSEN HOLDINGS PLC","0001492633","Nielsen Holdings PLC",103746,100873,,0,,1,0,,1
100873,"NLSN","NIELSEN HOLDINGS PLC","0001492633","Nielsen Holdings PLC",103746,100873,,1,100,1,0,0,1
133732,"VYYO","VYYO INC","0001104730","VYYO",103978,133732,,0,10,0,0,0,0
27940,"WALL.1","WALL DATA INC","0000722607","Wall Data",104049,27940,,1,23.7,0,0,0,0
27940,"WALL.1","WALL DATA INC","0000722607","Wall Data",104049,27940,,0,12.6,0,0,0,0
11259,"WMT","WALMART INC","0000104169","WalMart Inc.",104068,11259,,0,,0,0,,0
11259,"WMT","WALMART INC","0000104169","WalMart Inc.",104068,11259,,0,,0,0,,0
3980,"dis","","","Walt Disney Co.",104082,,,.5,,0,0,,0
3980,"dis","","","Walt Disney Co.",104082,,,.5,,0,0,,0
3980,"dis","","","Walt Disney Co.",104082,,,1,2000,0,0,1,0
3980,"dis","","","Walt Disney Co.",104082,,,0,,0,0,,0
3980,"dis","","","Walt Disney Co.",104082,,,1,,0,0,,0
3980,"dis","","","Walt Disney Co.",104082,,,0,,0,0,,0
3980,"dis","","","Walt Disney Co.",104082,,,.25,1533.285,.25,0,1,1
3980,"dis","","","Walt Disney Co.",104082,,,0,,1,0,,1
3980,"dis","","","Walt Disney Co.",104082,,,1,36.6,0,0,0,0
3980,"dis","","","Walt Disney Co.",104082,,,1,130.0233,0,1,1,0
3980,"dis","","","Walt Disney Co.",104082,,,1,,0,1,,0
3980,"dis","","","Walt Disney Co.",104082,,,.5,,0,0,,0
3980,"dis","","","Walt Disney Co.",104082,,,0,,0,0,,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,0,17.64,0,0,0,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,1,,0,1,,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,1,,1,0,,1
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,0,36.7,0,0,1,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,.5,200,0,0,1,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,1,12,0,0,0,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,1,563.63,0,1,1,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,1,,0,1,,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,0,23,0,0,0,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,1,180,0,1,1,0
163118,"WMG","WARNER MUSIC GROUP CORP","0001319161","Warner Music Group Corp.",104125,163118,,0,,.5,0,,1
11288,"WLA","WARNER-LAMBERT CO","0000104669","Warner-Lambert",104128,11288,,1,9.7,1,0,0,1
11288,"WLA","WARNER-LAMBERT CO","0000104669","Warner-Lambert",104128,11288,,1,99,0,1,1,0
11288,"WLA","WARNER-LAMBERT CO","0000104669","Warner-Lambert",104128,11288,,.5,89.175,.5,0,0,1
11288,"WLA","WARNER-LAMBERT CO","0000104669","Warner-Lambert",104128,11288,,1,107,1,1,1,1
11288,"WLA","WARNER-LAMBERT CO","0000104669","Warner-Lambert",104128,11288,,1,91.19,1,1,1,1
122447,"WGRD","WATCHGUARD TECHNOLOGIES INC","0001062019","Watchguard Technologies",104172,122447,,1,140,0,1,1,0
,"wpi","","","Actavis Inc.",104201,,,1,,0,0,,0
,"hlth","","","WebMD",104365,,,1,,1,1,,1
,"hlth","","","WebMD",104365,,,0,79.625,0,0,0,0
130049,"WEBM.","WEBMETHODS INC","0001035096","webMethods",104367,130049,,1,32.9,0,0,0,0
130049,"WEBM.","WEBMETHODS INC","0001035096","webMethods",104367,130049,,.25,78.5,0,0,0,0
17150,"WBS","WEBSTER FINANCIAL CORP","0000801337","Webster Financial Corp.",104393,17150,,1,,0,0,,0
17150,"WBS","WEBSTER FINANCIAL CORP","0000801337","Webster Financial Corp.",104393,17150,,0,,1,0,,1
17150,"WBS","WEBSTER FINANCIAL CORP","0000801337","Webster Financial Corp.",104393,17150,,0,,0,0,,0
17150,"WBS","WEBSTER FINANCIAL CORP","0000801337","Webster Financial Corp.",104393,17150,,0,,0,0,,0
17150,"WBS","WEBSTER FINANCIAL CORP","0000801337","Webster Financial Corp.",104393,17150,,1,121.9,0,1,0,0
,"wlp","","","WellPoint Inc.",104494,,,1,44.35,0,1,0,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,0,,0,0,,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,.6666667,231.4,0,0,1,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,1,227.7167,0,1,1,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,1,141.375,0,0,1,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,0,12,0,0,0,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,0,,0,0,,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,0,52,0,0,0,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,1,331.8,.4,1,1,1
,"wdc","","","Western Digital Technologies Inc.",104586,,,0,17.39,0,0,0,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,1,400,0,1,1,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,1,190,0,0,0,0
,"wdc","","","Western Digital Technologies Inc.",104586,,,1,,1,1,,1
175263,"WU","WESTERN UNION CO","0001365135","Western Union",104606,175263,,0,,1,0,,1
11456,"WY","WEYERHAEUSER CO","0000106535","Weyerhaeuser",104659,11456,,.5,7,0,0,0,0
24893,"WFM","WHOLE FOODS MARKET INC","0000865436","Whole Foods Market",104763,24893,,0,,1,0,,1
24893,"WFM","WHOLE FOODS MARKET INC","0000865436","Whole Foods Market",104763,24893,,1,,1,1,,1
24893,"WFM","WHOLE FOODS MARKET INC","0000865436","Whole Foods Market",104763,24893,,1,,1,1,,1
23820,"3WCIIQ","WINSTAR COMMUNICATIONS","0000868797","Winstar Communications",104955,23820,,1,107,0,1,1,0
23820,"3WCIIQ","WINSTAR COMMUNICATIONS","0000868797","Winstar Communications",104955,23820,,1,45,0,1,0,0
23820,"3WCIIQ","WINSTAR COMMUNICATIONS","0000868797","Winstar Communications",104955,23820,,1,267.235,0,1,1,0
,"wit","","","Wipro Ltd.",104977,,,1,,.5,1,,1
,"wit","","","Wipro Ltd.",104977,,,.3333333,30.97,.6666667,0,0,1
,"wit","","","Wipro Ltd.",104977,,,0,8,0,0,0,0
,"wit","","","Wipro Ltd.",104977,,,0,,0,0,,0
,"wit","","","Wipro Ltd.",104977,,,.5,164,.25,0,1,1
,"wit","","","Wipro Ltd.",104977,,,1,141.8,.3333333,1,0,1
,"wit","","","Wipro Ltd.",104977,,,.8,98.025,.6,1,0,1
,"wit","","","Wipro Ltd.",104977,,,1,272.85,0,0,1,0
122680,"WOMN.1","WOMEN.COM NETWORKS INC","0001084609","Women.com Networks",105145,122680,,1,141.16,0,1,1,0
15044,"WDAY","WORKDAY INC","0001327811","Workday Inc.",105199,15044,,1,155,0,1,1,0
15044,"WDAY","WORKDAY INC","0001327811","Workday Inc.",105199,15044,,1,86.01,0,0,1,0
15044,"WDAY","WORKDAY INC","0001327811","Workday Inc.",105199,15044,,1,98.78,0,1,1,0
15044,"WDAY","WORKDAY INC","0001327811","Workday Inc.",105199,15044,,1,684.73,0,0,1,0
15044,"WDAY","WORKDAY INC","0001327811","Workday Inc.",105199,15044,,1,1170,0,1,1,0
20942,"CMCSA2","NBCUNIVERSAL MEDIA LLC","0000902739","NBCUniversal Media LLC",105226,20942,,0,77.505,0,0,0,0
20942,"CMCSA2","NBCUNIVERSAL MEDIA LLC","0000902739","NBCUniversal Media LLC",105226,20942,,.5,1593.4,0,0,1,0
20942,"CMCSA2","NBCUNIVERSAL MEDIA LLC","0000902739","NBCUniversal Media LLC",105226,20942,,.5,365.33,0,0,1,0
160253,"WS.4","WORLDSPAN TECHNOL INC-REDH","0001284992","Worldspan",105264,,,.75,75.035,.25,1,0,1
160253,"WS.4","WORLDSPAN TECHNOL INC-REDH","0001284992","Worldspan",105264,,,0,30,0,0,0,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,1,45.8,0,1,0,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.6666667,134.96,.3333333,0,1,1
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.4,101.295,.2,0,1,1
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,1,,0,0,,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.6666667,74.0275,.3333333,0,1,1
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,1,172.885,0,1,1,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,1,46,.3333333,0,0,1
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.75,106.225,0,0,1,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,0,,0,0,,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.3333333,,0,0,,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.2,84.1175,.2,0,0,1
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,0,,1,0,,1
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.6,153.3333,.2,1,1,1
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,1,13,0,1,0,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.75,136.4825,0,0,1,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.6666667,106.6667,.1666667,0,0,1
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.5,,0,0,,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,1,,0,1,,0
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,1,38.64,.25,0,0,1
14605,"WPP","WPP PLC","0000806968","WPP PLC",105298,14605,,.6666667,31.38,0,0,0,0
,"wx","","","Wuxi AppTec Co. Ltd.",105361,,,.5,42.015,0,0,0,0
,"wx","","","Wuxi AppTec Co. Ltd.",105361,,,.6,58.2575,.2,0,0,1
,"wx","","","Wuxi AppTec Co. Ltd.",105361,,,.6666667,113,0,0,0,0
,"wx","","","Wuxi AppTec Co. Ltd.",105361,,,0,14.75,0,0,0,0
,"wx","","","Wuxi AppTec Co. Ltd.",105361,,,1,,0,0,,0
7977,"XEL","XCEL ENERGY INC","0000072903","Xcel Energy",105448,7977,,1,,1,1,,1
7977,"XEL","XCEL ENERGY INC","0000072903","Xcel Energy",105448,7977,,0,,0,0,,0
11636,"XRX","XEROX HOLDINGS CORP","0001770450","Xerox Corp.",105520,,,1,149.6,0,1,1,0
11636,"XRX","XEROX HOLDINGS CORP","0001770450","Xerox Corp.",105520,,,0,3.64,0,0,0,0
11636,"XRX","XEROX HOLDINGS CORP","0001770450","Xerox Corp.",105520,,,0,,0,0,,0
11636,"XRX","XEROX HOLDINGS CORP","0001770450","Xerox Corp.",105520,,,0,13.8,0,0,0,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,.3333333,352.3333,0,0,1,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,1,,0,1,,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,1,,0,0,,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,1,246.76,0,0,1,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,.6666667,7.5,0,0,0,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,0,,0,0,,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,0,,0,0,,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,.25,32.23333,0,0,0,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,1,,0,1,,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,.5,150,0,0,1,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,0,15,0,0,0,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,.6666667,37.2,0,0,0,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,.5,,0,0,,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,1,13.5,0,0,0,0
22325,"XLNX","XILINX INC","0000743988","Xilinx Inc.",105553,,,0,27.8,0,0,0,0
25115,"XIRC","XIRCOM INC","0000883905","Xircom",105569,25115,,1,69,0,1,0,0
165371,"0938B","VERTIS INC","0001178717","XL Ventures",105582,,,1,,0,1,,0
165371,"0938B","VERTIS INC","0001178717","XL Ventures",105582,,,.3333333,90.02666,0,0,0,0
165371,"0938B","VERTIS INC","0001178717","XL Ventures",105582,,,.5,101,0,0,1,0
165371,"0938B","VERTIS INC","0001178717","XL Ventures",105582,,,1,71.86,0,1,0,0
165371,"0938B","VERTIS INC","0001178717","XL Ventures",105582,,,0,26,0,0,0,0
,"nxlk","","","XO Communications",105599,,,1,614.73,0,1,1,0
,"nxlk","","","XO Communications",105599,,,1,105,0,1,0,0
,"nxlk","","","XO Communications",105599,,,1,,0,1,,0
12189,"XRIT","X-RITE INC","0000790818","XR Ventures",105639,,,1,,0,0,,0
12189,"XRIT","X-RITE INC","0000790818","XR Ventures",105639,,,.2,27.1,0,0,0,0
12189,"XRIT","X-RITE INC","0000790818","XR Ventures",105639,,,.2,12.6,0,0,0,0
12189,"XRIT","X-RITE INC","0000790818","XR Ventures",105639,,,.6666667,24.5075,0,0,0,0
62372,"XYLN","XYLAN CORP","0000914698","Xylan",105698,62372,,1,118.4,0,1,1,0
,"yhoo","","","Yahoo!",105730,,,1,700,0,1,1,0
,"yhoo","","","Yahoo!",105730,,,1,5332.595,0,0,1,0
,"yhoo","","","Yahoo!",105730,,,0,15.98,0,0,0,0
,"yhoo","","","Yahoo!",105730,,,.5,133.15,0,0,1,0
,"yhoo","","","Yahoo!",105730,,,1,,0,0,,0
,"yhoo","","","Yahoo!",105730,,,.75,343.57,0,1,1,0
,"yhoo","","","Yahoo!",105730,,,1,152,0,1,1,0
,"yhoo","","","Yahoo!",105730,,,0,25.79,0,0,0,0
,"yhoo","","","Yahoo!",105730,,,0,,0,0,,0
,"yhoo","","","Yahoo!",105730,,,.5,159.355,0,0,1,0
,"yhoo","","","Yahoo!",105730,,,.3333333,157.5,0,0,1,0
187118,"YNDX","YANDEX N.V.","0001513845","Yandex NV",105741,187118,,1,,0,1,,0
187118,"YNDX","YANDEX N.V.","0001513845","Yandex NV",105741,187118,,0,24.86,0,0,0,0
187118,"YNDX","YANDEX N.V.","0001513845","Yandex NV",105741,187118,,1,140,0,0,1,0
,"yelp","","","Yelp! Inc.",105788,,,1,41.21,1,1,0,1
,"z","","","Zillow Inc.",106095,,,1,,1,1,,1
184981,"ZIP","ZIPCAR INC","0001131457","Zipcar Inc.",106121,184981,,0,,0,0,,0
25579,"ZOLL","ZOLL MEDICAL CORP","0000887568","Zoll Medical",106153,25579,,1,46.67,1,0,0,1
25579,"ZOLL","ZOLL MEDICAL CORP","0000887568","Zoll Medical",106153,25579,,1,173.59,0,1,1,0
25579,"ZOLL","ZOLL MEDICAL CORP","0000887568","Zoll Medical",106153,25579,,1,,1,1,,1
24176,"NTRA","NATERA INC","0001604821","Natera Inc.",106603,24176,,0,,0,0,,0
,"ava","","","Avista Ventures",106905,,,0,,1,0,,1
118223,"EPAY","BOTTOMLINE TECHNOLOGIES INC","0001073349","Bottomline Technologies",106981,118223,,1,134,0,1,1,0
,"csc","","","Computer Sciences Corp.",107209,,,1,168.64,0,1,1,0
,"csc","","","Computer Sciences Corp.",107209,,,1,94.03,0,1,0,0
,"CVS","","","CVS Caremark ",107280,,,1,36.05,0,1,0,0
,"CVS","","","CVS Caremark ",107280,,,1,,0,0,,0
,"dgii","","","Digi International Inc.",107312,,,0,,1,0,,1
12206,"DTV.2","DIRECTV","0001465112","DIRECTV Inc.",107316,,,1,,0,1,,0
12206,"DTV.2","DIRECTV","0001465112","DIRECTV Inc.",107316,,,1,,0,0,,0
12206,"DTV.2","DIRECTV","0001465112","DIRECTV Inc.",107316,,,1,,0,0,,0
3897,"DTE","DTE ENERGY CO","0000936340","DTE Energy Ventures Inc.",107345,,,.5,641.82,0,0,1,0
3897,"DTE","DTE ENERGY CO","0000936340","DTE Energy Ventures Inc.",107345,,,1,170.63,0,1,1,0
3897,"DTE","DTE ENERGY CO","0000936340","DTE Energy Ventures Inc.",107345,,,.5,,0,0,,0
3897,"DTE","DTE ENERGY CO","0000936340","DTE Energy Ventures Inc.",107345,,,1,79.69,0,0,1,0
29345,"GTW","GATEWAY INC","0000895812","Gateway Inc.",107539,29345,,0,,1,0,,1
137357,"GENUQ","GENUITY INC","0001110794","Genuity",107550,137357,,1,700,0,1,1,0
8543,"MO","ALTRIA GROUP INC","0000764180","Altria Group Inc.",108179,,,1,38000,1,1,1,1
8543,"MO","ALTRIA GROUP INC","0000764180","Altria Group Inc.",108179,,,1,17.18,1,0,0,1
10920,"UPS","UNITED PARCEL SERVICE INC","0001090727","United Parcel Service",108536,10920,,0,,0,0,,0
10920,"UPS","UNITED PARCEL SERVICE INC","0001090727","United Parcel Service",108536,10920,,0,,1,0,,1
10920,"UPS","UNITED PARCEL SERVICE INC","0001090727","United Parcel Service",108536,10920,,1,400,.5,0,1,1
10920,"UPS","UNITED PARCEL SERVICE INC","0001090727","United Parcel Service",108536,10920,,0,,0,0,,0
10920,"UPS","UNITED PARCEL SERVICE INC","0001090727","United Parcel Service",108536,10920,,1,41.59,0,1,0,0
10920,"UPS","UNITED PARCEL SERVICE INC","0001090727","United Parcel Service",108536,10920,,1,21.81,0,1,0,0
11600,"WOR","WORTHINGTON INDUSTRIES","0000108516","Worthington Industries Inc.",108629,11600,,0,,1,0,,1
11600,"WOR","WORTHINGTON INDUSTRIES","0000108516","Worthington Industries Inc.",108629,11600,,1,,0,1,,0
11600,"WOR","WORTHINGTON INDUSTRIES","0000108516","Worthington Industries Inc.",108629,11600,,1,,0,1,,0
11600,"WOR","WORTHINGTON INDUSTRIES","0000108516","Worthington Industries Inc.",108629,11600,,1,,1,1,,1
2410,"BP","BP PLC","0000313807","BP PLC",108851,,,1,500,1,1,1,1
2410,"BP","BP PLC","0000313807","BP PLC",108851,,,.5,24,0,0,0,0
2410,"BP","BP PLC","0000313807","BP PLC",108851,,,1,118.25,0,0,1,0
2410,"BP","BP PLC","0000313807","BP PLC",108851,,,1,105.3,0,0,1,0
2410,"BP","BP PLC","0000313807","BP PLC",108851,,,0,53,0,0,0,0
,"abb","","","ABB Ltd.",108866,,,1,344,0,1,1,0
,"abb","","","ABB Ltd.",108866,,,1,12.5,0,1,0,0
1913,"AVY","AVERY DENNISON CORP","0000008818","Avery Dennison Corp.",108878,1913,,1,,0,1,,0
1913,"AVY","AVERY DENNISON CORP","0000008818","Avery Dennison Corp.",108878,1913,,1,120,0,0,0,0
1913,"AVY","AVERY DENNISON CORP","0000008818","Avery Dennison Corp.",108878,1913,,0,,0,0,,0
2663,"CPB","CAMPBELL SOUP CO","0000016732","Campbell Soup Co.",108942,2663,,1,270.14,0,1,1,0
2663,"CPB","CAMPBELL SOUP CO","0000016732","Campbell Soup Co.",108942,2663,,1,,0,1,,0
8099,"FE","FIRSTENERGY CORP","0001031296","FirstEnergy Corp.",108954,8099,,1,,0,0,,0
8099,"FE","FIRSTENERGY CORP","0001031296","FirstEnergy Corp.",108954,8099,,1,57,0,1,0,0
8099,"FE","FIRSTENERGY CORP","0001031296","FirstEnergy Corp.",108954,8099,,1,,0,0,,0
8099,"FE","FIRSTENERGY CORP","0001031296","FirstEnergy Corp.",108954,8099,,0,30,0,0,0,0
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,0,25.04,0,0,0,0
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.4444444,64.26667,.2222222,0,0,1
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.8,93.85833,.2,1,0,1
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.6,53.07333,0,0,0,0
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.8,179.3575,0,1,1,0
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.75,140.525,.125,0,1,1
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.3333333,80,0,0,0,0
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.5,24.55,.25,0,0,1
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.8181818,67.44,0,0,0,0
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.7692308,82.92,0,0,0,0
2136,"VZ","VERIZON COMMUNICATIONS INC","0000732712","Verizon Ventures",109112,,,.5714286,46.655,.4285714,0,0,1
,"rok","","","Rockwell International Corp.",109438,,,0,62.5,0,0,0,0
144066,"COL","ROCKWELL COLLINS","0001137411","Rockwell Collins Corp.",109439,144066,,1,,1,0,,1
144066,"COL","ROCKWELL COLLINS","0001137411","Rockwell Collins Corp.",109439,144066,,1,,1,0,,1
,"eix","","","Edison International",109461,,,1,51.7,0,1,0,0
,"eix","","","Edison International",109461,,,1,,0,0,,0
,"eix","","","Edison International",109461,,,0,,0,0,,0
9555,"SEE","SEALED AIR CORP","0001012100","Sealed Air Corp.",109468,9555,,0,,0,0,,0
9848,"SRE2","SOUTHERN CALIFORNIA GAS CO","0000092108","Southern California Gas Co.",109501,9848,,1,,1,0,,1
9848,"SRE2","SOUTHERN CALIFORNIA GAS CO","0000092108","Southern California Gas Co.",109501,9848,,1,,0,0,,0
3813,"TGT","TARGET CORP","0000027419","Target Corp.",109534,3813,,1,1100,0,0,1,0
3813,"TGT","TARGET CORP","0000027419","Target Corp.",109534,3813,,1,750,0,1,1,0
3813,"TGT","TARGET CORP","0000027419","Target Corp.",109534,3813,,0,,0,0,,0
,"gci","","","Tribune Co.",109568,,,1,,0,1,,0
,"gci","","","Tribune Co.",109568,,,.5,,0,0,,0
,"gci","","","Tribune Co.",109568,,,1,,0,0,,0
,"gci","","","Tribune Co.",109568,,,0,,1,0,,1
,"gci","","","Tribune Co.",109568,,,1,72,0,0,1,0
,"gci","","","Tribune Co.",109568,,,1,,0,0,,0
,"gci","","","Tribune Co.",109568,,,1,,0,1,,0
1382,"LCC","US AIRWAYS GROUP INC","0000701345","US Airways Group",109614,1382,,0,,0,0,,0
14477,"WM","WASTE MANAGEMENT INC","0000823768","Waste Management Inc.",109669,14477,,1,,0,1,,0
14477,"WM","WASTE MANAGEMENT INC","0000823768","Waste Management Inc.",109669,14477,,1,207.5,.25,0,1,1
14477,"WM","WASTE MANAGEMENT INC","0000823768","Waste Management Inc.",109669,14477,,1,,0,0,,0
14477,"WM","WASTE MANAGEMENT INC","0000823768","Waste Management Inc.",109669,14477,,1,66.55,0,0,1,0
,"pcrx","","","Pacira Pharmaceuticals Inc.",109915,,,1,,0,0,,0
,"pcrx","","","Pacira Pharmaceuticals Inc.",109915,,,1,,1,1,,1
25961,"AACE.","ACE CASH EXPRESS INC","0000849116","ACE Cash Express",110556,25961,,0,,0,0,,0
187363,"GRPN","GROUPON INC","0001490281","Groupon Inc.",111072,187363,,0,29.84,0,0,0,0
187363,"GRPN","GROUPON INC","0001490281","Groupon Inc.",111072,187363,,0,,0,0,,0
13378,"FIBR.1","SORRENTO NETWORKS CORP","0000812491","Sorrento Networks",111394,13378,,1,32,0,0,0,0
13378,"FIBR.1","SORRENTO NETWORKS CORP","0000812491","Sorrento Networks",111394,13378,,0,27,0,0,0,0
66716,"ZD","ZIFF-DAVIS INC","","Ziff Davis Inc.",111807,66716,,1,625,0,1,1,0
7291,"MEI","METHODE ELECTRONICS INC","0000065270","Methode Electronics",111925,7291,,1,,1,0,,1
9545,"SEG.2","SEAGATE TECHNOLOGY-OLD","0000354952","Seagate Technology LLC",112693,,,0,,.5,0,,1
9545,"SEG.2","SEAGATE TECHNOLOGY-OLD","0000354952","Seagate Technology LLC",112693,,,1,350.2,0,0,1,0
9545,"SEG.2","SEAGATE TECHNOLOGY-OLD","0000354952","Seagate Technology LLC",112693,,,1,149.82,0,0,1,0
9545,"SEG.2","SEAGATE TECHNOLOGY-OLD","0000354952","Seagate Technology LLC",112693,,,.6666667,176.4733,.3333333,0,1,1
65248,"MT","ARCELORMITTAL","0001243429","ArcelorMittal",114469,65248,,1,1427,0,0,1,0
65248,"MT","ARCELORMITTAL","0001243429","ArcelorMittal",114469,65248,,1,29.79,0,0,0,0
65248,"MT","ARCELORMITTAL","0001243429","ArcelorMittal",114469,65248,,0,24.25,0,0,0,0
177264,"COV","COVIDIEN PLC","0001385187","Covidien Ventures",115608,,,1,93.64,0,1,1,0
177264,"COV","COVIDIEN PLC","0001385187","Covidien Ventures",115608,,,.6666667,59.39,.3333333,0,0,1
177264,"COV","COVIDIEN PLC","0001385187","Covidien Ventures",115608,,,1,,0,0,,0
177264,"COV","COVIDIEN PLC","0001385187","Covidien Ventures",115608,,,1,58.13,0,0,0,0
177264,"COV","COVIDIEN PLC","0001385187","Covidien Ventures",115608,,,1,63.03,0,1,0,0
7509,"MCPIQ","MOLYCORP INC","0001489137","Molycorp Inc.",116000,7509,,1,93.19,0,0,1,0
20540,"TRUE","TRUECAR INC","0001327318","TrueCar Inc.",116006,20540,,0,,1,0,,1
33175,"SPOT","SPOTIFY TECHNOLOGY SA","0001639920","Spotify Technology SA",182434,33175,,0,,1,0,,1
23856,"FIT","FITBIT INC","0001447599","Fitbit Inc.",182555,23856,,1,55.37,0,1,0,0
24468,"BIIB","BIOGEN INC","0000875045","Biogen Idec New Ventures",183024,,,1,121.3,0,0,1,0
24468,"BIIB","BIOGEN INC","0000875045","Biogen Idec New Ventures",183024,,,0,45.99,0,0,0,0
24468,"BIIB","BIOGEN INC","0000875045","Biogen Idec New Ventures",183024,,,.3333333,60.75,0,0,1,0
